City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
350,Plettenberg Bay,ZA,73.13,clear sky,-34.0527,23.3716,Thanda Vista B&B
351,Nouadhibou,MR,71.6,sand,20.930999999999997,-17.0347,El Medina
352,Littlehampton,GB,46.4,broken clouds,50.8069,-0.5378,Bailiffscourt Hotel & Spa
353,Pontianak,ID,77.0,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
354,Rio Gallegos,AR,57.2,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
356,Flinders,AU,66.99,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
358,Lucea,JM,84.99,few clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
359,Kandrian,PG,79.09,overcast clouds,-6.2167,149.55,Kandrian Station
360,Naze,JP,61.07,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
361,Rawson,AR,66.06,few clouds,-43.3002,-65.1023,Hosteria Sampedro
362,Grand Gaube,MU,80.01,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
364,Ascension,US,50.0,overcast clouds,30.2169,-90.9001,Highland Inn
365,Ahipara,NZ,58.87,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
368,Horsham,GB,46.4,light rain,51.06399999999999,-0.3272,Springfields Hotel
369,Kununurra,AU,82.4,broken clouds,-15.7667,128.7333,Hotel Kununurra
370,Punta Umbria,ES,57.99,overcast clouds,37.1821,-6.9661,Barceló Punta Umbría Beach Resort
371,Kamaishi,JP,40.17,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
372,Maraa,BR,83.03,overcast clouds,-1.8333,-65.3667,
373,Namibe,AO,75.43,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
378,Topolobampo,MX,57.2,clear sky,25.6,-109.05,Hotel Marina Topolobampo
379,Najran,SA,78.8,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
383,Moerai,PF,80.51,light rain,-22.4333,-151.3333,Le Manotel
384,San Cristobal,VE,67.12,overcast clouds,7.7669,-72.225,Pirineos
387,Hasaki,JP,41.0,few clouds,35.7333,140.8333,Inubosaki Kanko Hotel
388,Luau,AO,75.2,light rain,-10.7073,22.2247,Kimbo Hotel
389,Saldanha,ZA,77.0,few clouds,-33.0117,17.9442,Blue Bay Lodge
392,Hobyo,SO,78.26,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
394,Progreso,MX,73.4,mist,21.2833,-89.6667,Playa Linda Hotel
395,Vila Velha,BR,87.8,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
396,Pacific Grove,US,41.0,clear sky,36.6177,-121.9166,Lovers Point Inn
397,Tabas,IR,60.8,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
399,Matucana,PE,67.91,broken clouds,-11.85,-76.4,Hostal La Fontana
400,Kuching,MY,77.0,few clouds,1.55,110.3333,Hilton Kuching
401,Riyadh,SA,68.0,broken clouds,24.6877,46.7219,InterContinental Riyadh
402,Alice Springs,AU,77.0,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
403,Naifaru,MV,81.77,scattered clouds,5.4444,73.3657,Naifaru Residence Guest House
404,Lasa,IT,45.0,few clouds,46.6166,10.7002,Pension Feldgärtenhof
405,Bubaque,GW,79.92,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
406,Oktyabrskoye,RU,42.01,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
410,Issoire,FR,51.8,overcast clouds,45.55,3.25,ACE Hôtel - Issoire
412,Itoman,JP,68.0,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
413,Ivybridge,GB,45.0,broken clouds,50.3904,-3.9191,The Anchor Inn
414,Kaeo,NZ,62.01,overcast clouds,-35.1,173.7833,Bushido Lodge
415,Simao,CN,55.94,broken clouds,22.7886,100.9748,Changyu Hotel
416,Muli,MV,81.86,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
417,Boa Vista,BR,86.0,moderate rain,2.8197,-60.6733,Aipana Plaza Hotel
418,Melilla,ES,60.8,clear sky,35.2937,-2.9383,Hotel Anfora
420,Mahebourg,MU,80.6,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
421,Rio Negro,BR,80.47,clear sky,-26.1058,-49.7975,Hotel Emacite Flex
422,Sumbawanga,TZ,68.0,moderate rain,-7.9667,31.6167,Matamba II Guest House
423,Linfen,CN,47.3,broken clouds,36.0889,111.5189,Suoxing Hotel
425,Kupang,ID,79.59,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
426,Buraydah,SA,53.6,broken clouds,26.326,43.975,Mövenpick Hotel Qassim
427,Wattegama,LK,73.4,moderate rain,6.7989,81.4808,
428,Shakawe,BW,78.71,light rain,-18.3667,21.85,Ditlhapi Guest House
429,Safaga,EG,71.6,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
431,Ugoofaaru,MV,82.08,broken clouds,5.6667,73.0,Ungoofaaru Inn
433,Islahiye,TR,62.01,clear sky,37.025,36.6306,İslahiye Sabanci Teachers
435,Sao Miguel Do Araguaia,BR,82.6,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
436,Gamba,GA,82.26,light rain,-2.65,10.0,
437,Souillac,MU,80.6,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
438,Lingao,CN,67.95,few clouds,19.9103,109.6859,Lingao Ditai Inn
439,Stutterheim,ZA,77.0,broken clouds,-32.5708,27.424,Yellowwood Creek
441,Redlands,US,57.0,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
442,Buhe,CN,53.33,broken clouds,30.2876,112.2298,Jingzhou Hongmen Hotel
443,Pergamino,AR,87.01,clear sky,-33.89,-60.5736,Hotel Fachinat
444,Ambatofinandrahana,MG,67.1,moderate rain,-20.55,46.8,TATAMO
445,Meulaboh,ID,80.01,broken clouds,4.1363,96.1285,Kost Pria
446,Springbok,ZA,80.35,clear sky,-29.6643,17.8865,Undulata Country Lodge
447,Oussouye,SN,80.6,clear sky,12.485,-16.5469,Auberge du Routard
448,Lahij,YE,70.5,clear sky,13.1667,44.5833,
449,Voitsberg,AT,46.99,clear sky,47.0333,15.15,Ettlmaier
450,Richards Bay,ZA,78.82,scattered clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
451,Saint-Pierre,RE,84.2,light rain,-21.3393,55.4781,Lindsey Hôtel
452,Hervey Bay,AU,77.0,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
453,Banjarmasin,ID,78.8,few clouds,-3.3244,114.59100000000001,Swiss-Belhotel Borneo Banjarmasin
454,Ko Samui,TH,80.62,scattered clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
456,Ploemeur,FR,51.01,few clouds,47.7333,-3.4333,Best Western Plus Hotel Les Rives Du Ter
457,Khash,IR,53.56,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
460,Amahai,ID,79.52,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
461,Purranque,CL,71.6,clear sky,-40.9167,-73.1667,HOSPADAJE ERICA
462,Hirara,JP,70.03,clear sky,24.8,125.2833,Hotel Atoll Emerald Miyakojima
464,Dickson,US,43.0,scattered clouds,36.077,-87.3878,East Hills Bed & Breakfast Inn
465,Umm Lajj,SA,72.84,clear sky,25.0213,37.2685,Moon light Furnished Units
466,Kahului,US,62.6,broken clouds,20.8947,-156.47,Maui Seaside Hotel
468,Ixtapa,MX,62.6,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
469,Bundaberg,AU,77.0,overcast clouds,-24.85,152.35,Takalvan Motel
470,Sokoni,TZ,86.0,few clouds,-6.4333,39.55,Ujamaa Beach Resort
473,Antofagasta,CL,73.0,few clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
474,Broken Hill,AU,68.0,broken clouds,-31.95,141.4333,Royal Exchange Hotel
475,Taoudenni,ML,80.13,broken clouds,22.6783,-3.9836,
476,Tucuman,AR,82.4,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
478,Tura,IN,57.87,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
479,Sur,OM,65.34,clear sky,22.5667,59.5289,Sur Plaza Hotel
480,Manokwari,ID,78.73,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
481,Basoko,CD,87.53,few clouds,1.2391,23.616,Flat Hotel La Benediction
482,Soure,BR,83.8,scattered clouds,-0.7167,-48.5233,Casarão
483,Mogadishu,SO,77.0,clear sky,2.0371,45.3438,Hotel Juba
484,Wembley,AU,64.4,light rain,-31.9333,115.8,Quest on Rheola
485,Debre Sina,ET,51.33,broken clouds,9.85,39.7667,Addis Miraf Hotel
486,Bloemfontein,ZA,82.4,light rain,-29.1211,26.214000000000002,Protea Hotel by Marriott Bloemfontein
488,Chake Chake,TZ,80.49,clear sky,-5.2459,39.7666,Hotel Archipelago
490,Tezu,IN,62.76,clear sky,27.9167,96.1667,Circuit House
492,Champerico,GT,80.6,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
494,Malayal,PH,77.0,broken clouds,7.207999999999999,121.94200000000001,
496,Rusape,ZW,71.31,light rain,-18.5278,32.1284,Surrey Lodge
497,Fandriana,MG,65.32,moderate rain,-20.2333,47.3833,Fandriana
499,Gua Musang,MY,71.98,overcast clouds,4.8823,101.9644,Mines Inn Hotel
500,Sembakung,ID,78.8,few clouds,3.8167,117.25,
502,Nouakchott,MR,73.4,dust,18.0858,-15.9785,HOTEL IMAN فندق إيمان
503,Narrabri,AU,71.6,broken clouds,-30.3167,149.7833,Crossroads Hotel
504,Amethi,IN,56.7,clear sky,26.15,81.8167,Taj Hotel
505,Umm Kaddadah,SD,71.8,clear sky,13.6017,26.6876,
509,Abilene,US,50.0,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
510,Aripuana,BR,79.99,overcast clouds,-9.1667,-60.6333,
511,Fare,PF,81.66,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
513,Amapa,BR,81.77,overcast clouds,1.0,-52.0,
514,Bowen,AU,75.2,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
515,Bastia,FR,57.2,overcast clouds,42.6667,9.3333,Hotel Santa Maria
517,Mackay,AU,78.8,broken clouds,-21.15,149.2,International Lodge Motel
518,Bathsheba,BB,84.2,scattered clouds,13.2167,-59.5167,Atlantis Hotel
520,Tubuala,PA,87.01,scattered clouds,9.5167,-79.0333,Río Nabagana
521,Jalu,LY,68.5,broken clouds,29.0331,21.5482,صاحبة الفخامة
522,Filadelfia,US,44.01,scattered clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
524,Muisne,EC,78.8,broken clouds,0.6,-80.0333,Quinta Samay
525,Coihaique,CL,64.4,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
526,Qui Nhon,VN,71.02,scattered clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
527,Bani,DO,84.2,few clouds,18.2833,-70.3333,Hospedaje Henriquez
528,Virginia Beach,US,50.0,few clouds,36.8529,-75.97800000000001,Hilton Virginia Beach Oceanfront
529,San Isidro,PE,75.0,clear sky,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
530,Taltal,CL,69.04,few clouds,-25.4,-70.4833,Residencial Karime
531,Nanakuli,US,62.6,overcast clouds,21.3906,-158.1547,Camp Pālehua
532,Huarmey,PE,75.56,overcast clouds,-10.0681,-78.1522,Hotel Miramar
533,Pangai,TO,80.33,light rain,-19.8,-174.35,Ha'apai Beach Resort
537,Victoria,HK,68.0,clear sky,22.2855,114.1577,Mini Hotel Central
538,Mirador,BR,86.22,overcast clouds,-6.3708,-44.3631,Pousada Casa Nova
539,Frontera,MX,64.69,clear sky,26.9333,-101.45,Fiesta Inn Monclova
540,Roebourne,AU,78.89,clear sky,-20.7833,117.1333,Harding River Caravan Park
542,Zabol,AF,43.7,clear sky,32.25,67.25,
543,Martapura,ID,78.8,few clouds,-3.4167,114.85,Montana Hotel Syariah
546,Wankaner,IN,63.95,clear sky,22.6167,70.9333,Royal Oasis
548,Saravan,AM,41.0,few clouds,39.7196,45.6483,
550,Mazamari,PE,72.21,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
551,Lata,PT,57.99,overcast clouds,40.1629,-8.3327,Casa Maquia
552,Phan Thiet,VN,72.61,scattered clouds,10.9333,108.1,Hotel Saigon-PT
553,Hualmay,PE,74.12,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
554,Marzuq,YE,62.28,clear sky,14.4,46.4667,
558,Santa Cruz,BO,86.0,few clouds,-17.8,-63.1667,Hotel Cortez
559,Puerto Suarez,BO,82.4,broken clouds,-18.95,-57.8,Hotel casa real
560,Beloha,MG,80.55,light rain,-25.1667,45.05,
563,Sawakin,SD,74.3,clear sky,19.1059,37.3321,فندق الدويم
564,Nalut,LY,78.06,overcast clouds,30.3333,10.85,
565,Pantai Remis,MY,82.4,light rain,4.4557,100.6288,Leisure Homestay
566,Zambezi,ZM,79.72,moderate rain,-13.5432,23.1047,Royal Kutachika Lodge
567,Santarem,BR,86.0,few clouds,-2.4431,-54.7083,Hotel Imperador
568,Buluang,PH,74.23,scattered clouds,13.3068,123.3425,Enon Beach Resort
570,Bafq,IR,62.53,clear sky,31.6128,55.4107,Alamdar Hotel
572,Armeria,MX,71.6,clear sky,18.9333,-103.9667,Hotel la Herradura
573,Acajutla,SV,77.0,clear sky,13.5928,-89.8275,asi es
575,Kanigoro,ID,75.0,overcast clouds,-8.13,112.219,Musafer Villa ( Villa Erlin )
576,Seoul,KR,46.4,mist,37.5683,126.9778,Lotte Hotel Seoul
577,Burnie,AU,61.0,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
579,Kingori,TZ,69.8,moderate rain,-3.2833,36.9833,Rafiki Hostel
580,Porto Torres,IT,66.2,clear sky,40.835,8.3972,Hotel Elisa
581,Cotonou,BJ,89.6,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
584,Natal,BR,87.8,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
585,Muros,ES,53.01,clear sky,42.7762,-9.0603,Apartment Av. Castelao
586,Tatawin,TN,84.2,few clouds,32.9297,10.4518,Sangho Privilege Tataouine
588,Kirakira,SB,79.52,overcast clouds,-10.4544,161.9205,SanBiz Lodge
589,Saint-Joseph,RE,84.2,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
590,Humaita,BR,82.92,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
591,Los Llanos De Aridane,ES,66.2,few clouds,28.6585,-17.9182,Valle Aridane
594,Turbat,PK,59.94,clear sky,26.0023,63.044,Mubashar Quarters
596,Peniche,PT,53.01,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
598,Wanaka,NZ,62.01,clear sky,-44.7,169.15,Wanaka Homestead Lodge and Cottages
600,Tanete,ID,76.8,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
601,Soyo,AO,89.6,broken clouds,-6.1349,12.3689,Hotel Mpampa
602,Mhlambanyatsi,SZ,68.36,light rain,-26.45,31.0167,Foresters Arms
603,Brawley,US,46.4,clear sky,32.9787,-115.5303,Brawley Inn Hotel & Conference Center
604,Waddan,LY,76.57,clear sky,29.1614,16.139,محل الشريف محمد العايب
605,Itarema,BR,88.07,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
606,Kiomboi,TZ,69.57,moderate rain,-4.2667,34.3667,Reyd's Executive Lodge
608,Kaili,ID,68.45,overcast clouds,-3.4626,120.2147,
609,Porterville,US,43.0,mist,36.0652,-119.0168,Holiday Inn Express & Suites Porterville
610,Palmerston,AU,82.4,scattered clouds,-12.485999999999999,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
611,Kuah,MY,82.4,few clouds,6.3265,99.8432,Azio Hotel
613,Mahibadhoo,MV,81.5,scattered clouds,3.7833,72.9667,Omadhoo Inn
614,Pauini,BR,83.3,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
616,Sisophon,KH,79.56,scattered clouds,13.5859,102.9737,Pyramid Hotel
619,Galesong,ID,77.0,few clouds,-5.3166,119.3661,Sapriadi Appy
621,Tarauaca,BR,89.78,overcast clouds,-8.1614,-70.7656,Flat Temporada
622,Chenghai,CN,60.8,clear sky,23.4632,116.76799999999999,Guangdong Hotel
623,Sinnamary,GF,80.17,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
626,Kenda,IN,61.79,overcast clouds,23.2,86.5333,Gouranga Hindu Hotel
627,Manado,ID,77.0,scattered clouds,1.4869999999999999,124.8455,Aryaduta Hotel
630,Houma,US,60.01,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
631,Kampot,KH,78.8,few clouds,10.6167,104.1833,Two Moons Hotel
632,Palu,ID,76.08,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
635,Gama,ES,46.99,overcast clouds,42.748000000000005,-4.2068,Casas de Gama Los Álamos
638,Adrar,MR,71.4,scattered clouds,20.5022,-10.0711,
639,Obo,CF,86.76,scattered clouds,5.3998,26.4869,
640,Aguada De Pasajeros,CU,84.2,moderate rain,22.385,-80.8508,Soles de Marti
641,Mercedes,AR,87.01,clear sky,-34.6515,-59.4307,Posada del Inti Centro
642,Shingu,JP,45.1,clear sky,33.7333,135.9833,Shingu UI Hotel
643,Ranong,TH,75.69,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
644,Malatya,TR,44.6,clear sky,38.5,38.0,
645,Batemans Bay,AU,64.99,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
646,Sola,VU,75.2,few clouds,-13.8833,167.55,Leumerus Bungalows
647,Madanapalle,IN,65.35,clear sky,13.55,78.5,Prithvi Lodge
649,Suez,EG,64.71,clear sky,29.9737,32.5263,Green House
650,Kastamonu,TR,45.66,clear sky,41.5,33.6667,
651,Santa Maria,BR,73.4,scattered clouds,-29.6842,-53.8069,Hotel Morotin
655,Bendigo,AU,61.0,clear sky,-36.7667,144.2833,The Hotel Shamrock
657,Kuito,AO,78.8,light rain,-12.3833,16.9333,Herdeiros de Antunes Capusso
658,Inirida,CO,82.47,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
659,Dawlatabad,AF,56.37,scattered clouds,36.4141,64.9053,WASIM ASGAR KHAN
662,Piacabucu,BR,88.39,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
663,Inyonga,TZ,71.17,moderate rain,-6.7167,32.0667,Eden Rock Lodge
664,Nelson Bay,AU,71.01,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
668,Eydhafushi,MV,81.63,broken clouds,5.1033,73.0708,Soneva Fushi
669,Herat,AF,60.8,clear sky,34.5,62.0,
671,Sandakan,MY,80.6,scattered clouds,5.8402,118.1179,Hotel Sandakan
672,Doha,QA,72.0,clear sky,25.2867,51.5333,Doha Marriott Hotel
673,Hastings,GB,46.99,light rain,50.8552,0.5729,Zanzibar Hotel
675,Gazanjyk,TM,49.14,overcast clouds,39.2446,55.5154,Railway motel
676,Nadrag,RO,57.2,clear sky,45.65,22.1833,Ză Place
677,Rocha,UY,83.16,clear sky,-34.4833,-54.3333,Beleza Pura B&B
678,Dadri,IN,59.0,mist,28.5667,77.55,Bhushan Kushwaha
679,Rafaela,AR,86.0,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
680,Nueva Loja,EC,73.4,light intensity drizzle,0.0847,-76.8828,Limoncocha Great Hotel
681,Nicoya,CR,82.4,clear sky,10.1483,-85.45200000000001,Guayacan Real
682,Asyut,EG,68.0,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
683,The Valley,AI,78.8,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
689,Aras,ES,46.4,overcast clouds,42.5617,-2.356,Jardines de Viana Spa
